rank,feature_idx,cohens_d,auroc,fire_rate_tool,fire_rate_nontool,diff,mean_tool,mean_nontool,sign
195,634,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
196,635,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
197,636,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
198,637,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
199,639,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
200,374,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
201,375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
202,377,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
203,362,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
204,363,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
205,366,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
206,368,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
207,369,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
208,391,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
209,393,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
210,379,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
211,380,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
212,381,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
213,383,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
214,385,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
215,370,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
216,525,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
217,526,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
218,527,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
219,386,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
220,388,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
221,389,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
222,390,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
223,543,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
224,544,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
225,530,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
226,531,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
227,532,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
